,reviews,scores,compound,label
456, mahatma gandhi central library is equipped with lacs of books,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
457," there is a lecture hall with around 5,000 capacity, a multi-activity center with many layouts,","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
458, others also opted for higher studies and research,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
459," in this course, many students go for higher studies and make a career in research and professional work","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
460,i haven't been to college and attended online classes only,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
466, i selected my preference college and course options in the portal and waited for which college i would end up with,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
469,iit guwahati is a public technical and research university,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
474," in mechanical engineering course, more than 80% of the students got placed in the previous year","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
475, about 30% of the students from our course got an internship this year,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
479,our college provides every facility regarding our course for systematic studies,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
480, about 70-80% of the students from our course get placed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
483,over 90% of students were placed in my course,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
484, over 80% of students had got an internship from my course in the above-mentioned companies itself,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
485, classrooms and wi-fi facility was unparalleled,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
486, some labs were not up to the mark,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
491, review for facilities library - world class,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
493," companies from various profiles  g software development,","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
494," consulting, business development, core) visit during the placement season","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
496,all the necessary equipment is available in our lab,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
497, our labs are fully air-conditioned with wi-fi facility,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
500, you can become a traffic engineer or highway engineer by studying this course,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
503, all facilities for major sports are available,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
504," there are canteens in every hostel and academic building, also there is a food court ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
506," microsoft redmond, uber us, tower research capital, goldman sachs, ibm, and google","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
507, a very large computer lab available for twenty four hours where we ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
508, about 75- 80 percent students got placed from our course,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
509, and also most of the students got job in coding and have done extra course preparation also,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
511, mostly students of biotechnology department went for a phd in india or abroad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
512,"there is a multi-floor library with over lacs of books, attached computer centre with more than 300 computers and centralised air","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
513,"our college provides lan, library, gym, playground, canteen, juice centre and playroom","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
515,"about 60% of the students from our course got placed, while others chose to study further","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
517,the college has ac classrooms,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
519, lan ports are available in every hostel room,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
520," single-occupancy rooms are available for boys, and the girls' hostel allots 2 girls per 1 room","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
522, a well-working hospital is available for iitg people,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
523, at least one ground or court for all famous sports is available,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
524, other students went for further studies in various colleges across the world,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
526, being a eee student i thought getting to learn both the sides of a coin will fetch me in my future,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
529, i have learnt a lot there that helped me in placements,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
533, the college provides scholarships for economically backward people every year,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
537,classrooms are well-equipped,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
539," sports facilities are available after college hours, they even take players to ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
540, many students also opted for higher education ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
541,e-labs are provided in college,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
542, wi-fi is available throughout the campus,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
543, classrooms are digitalized,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
545,"wi-fi facility is available in the college, and all the classrooms are well-equipped","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
546, the sports facility is available after college hours,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
550, there are a nurse and a doctor on the campus,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
552," they guide us in taking courses, tests, etc","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
553," they provide information about online courses, training classes, etc","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
559, students who scored 75% of marks in academics will get an internship,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
560,wi-fi is available throughout the campus,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
561, e-labs are provided for the studies,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
562, classrooms are well-equipped with digital learning,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
563, medical facilities are available with a ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
564, almost 85% of students are being placed in this college and other 15% went for higher education,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
565,"wi-fi facility is available in the college, and labs are wel","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
566,about 75% of the students from our course got placed in the previous year,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
568, classrooms are well-equipped with digital learning,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
569, library access is given by three cards by which each student can,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
571, indoor games facility is available even the gym facility is available in the college,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
572, wi-fi is available throughout the campus,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
573, classrooms are ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
574, almost 85% of the students are being placed and many students went for higher studies,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
576,"our college has spacious labs, classrooms and a three-storeyed library which can accommodate 150 students to read at a time","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
577, we also have a digital library,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
579,nearly 70 to 80% of the students got placed in our eee course,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
581,about 65% of the students from our course got placed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
582," wi-fi, labs, classrooms, library, canteen, etc","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
583,almost 90% of the students got placed in our course,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
584, students who scored 70% in their academics are placed as an intern,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
587, the library ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
590, the college wi-fi is available almost everywhere within the campus,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
591, the classrooms are very spacious and have a projector,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
592,wi-fi is available,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
594," a library is available, and we can take different books ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
596, nearly 90% of students from each course got placed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
597, the colleage is under development as construction is going on as it was established in 2008 but that hasn't comprised the quality of teaching and exposure available to the students,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
601, most of the projects in the institution is related to ai and ml which is the future,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,academic
0, one can go and google to find out all the details about the university,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
5, last five years average placement has been around 80%,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
9, last five years average placement has been around 80%,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
14, we had 450 companies visiting us this session,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
15, i got placed in cisco based on my understanding of technical skills,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
17, 5 lac and there were 40 students in our batch they have placements but i didn't got placed in anywhere teachers know how to teach there students so that they can understood what is taught to them ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
19, internships are also provided to each student,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
20, one can go and google to find out all the details about the university,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
24, we had 450 companies visiting us this session,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
25, i got placed in cisco based on my understanding of technical skills,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
32, internships are also provided to each student,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
33, 5 lac and there were 40 students in our batch they have placements but i didn't got placed in anywhere teachers know how to teach there students so that they can understood what is taught to them ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
35, one can go and google to find out all the details about the university,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
39, last five years average placement has been around 80%,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
43, all most everyone gets placed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
44, package is above average also sometimes the highest in the country,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
46, 90% gets placed all time,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
47, students require to prepare the whole syllabus for placement exams ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
49,the placement percentage is almost 100% at the college,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
52," major companies visiting the campus are google, microsoft, adobe, etc","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
54, the top-scored students can they apply to iits,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
57," there are core mechanical (automotive, biomedical) companies, it/software firms, ml profiles, finance, consulting firms coming to hire","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
64,this college offer your wide range of possibilities in future,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
66, that's why i don't much about placements,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
67, last year's highest package was 133 crore offered by microsoft for the post of software engineer,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
69, their requirement was for a software engineer,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
70, the average package for a computer science student is 40 lakhs,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
72, the overall package percentage was 70 percent last year for ug /pg students,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
75,placement records of iit madras is just incredible,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
76, almost everyone gets placed with a decent salary through campus placements,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
78,the highest salary offered last year was around 37 crores,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
79," in electrical engineering department, highest was 36 lpa, average was 18 lpa and the minimum salary offered was 8 lpa","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
81,around 95% students got placed last year who sat for placements,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
83, the average salary package offered is 18 lpa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
84, almost everyone gets placed here,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
86," in the electrical engineering course, apart from non-core companies, about 15-20 core companies visit our college for placements","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
87,the percentage of placements were very high compared to any other institutions offering the same degree,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
90,about 85% of the students from our course got placed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
93,", visit our campus for placements","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
99, the overall placement ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
103, aeroplane designer role was offered,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
105,talking about the placements nearly 70-80% of students got placed in the previous placement season with the highest package (ctc) around 29 lacs,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
106, the highest salary - 29 lacs (ctc) minimum salary -6-7 lacs (ctc) average salary - 12-13 lacs (ctc),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
107, most students opt for non core placements,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
108, the canteen offer,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
109,above 95 percent of the students were placed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
111, above 90 percent of students get internships in bosch and other design companies,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
112, role of designer is offered,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
116,more than 90% of the students from our course got placed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
118, most of the companies are open for tech and dual degree both in core and non-core areas,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
121, the minimum package is 7 lacs per annum,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
122,i did not sit in placements since i wanted to pursue entrepreneurship,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
124, i think the average for our class was around 11-12 lacs per annum ctc,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
126, almost 80% of the students got placed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
129,about 70% of the students got placed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
133,almost 90% to 95% of the students got placed from our batch,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
134, students who ever didn't get placed had not attended for the placements and opted for higher studies,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
137, around 80% to 85% of the students got internships,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
139,our college should provide more core companies for every branch for placements,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
142, the average salary package offered was hardly 6 lpa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
144,almost 75% of the students got placed in rf and photonics,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
145, the highest package offered was 43 lpa by qualcomm,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
146, the average package offered was 15 lakhs per annum,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
149, almost 40% of the students got internships,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
150," most of the students interned in intel and qualcomm, and analog devices hired 8 people for internships","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
153,i don't know much about placements,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
155," last year, the highest package offered was 34 crore per annum","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
156, the average package offered is 12 lpa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
157," but for the cse branch, the average package is 57 lpa","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
158," later, they will get single rooms","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
160," our branch ranks third in campus placements, while cs is the first and ee is in the second position","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
161, the average salary package offered for our branch was 15 lpa in 2019-2020,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
162, we get compulsory internships which are mostly paid,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
163, there are non-paid internships also,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
164,"almost 86% of the students got placed, and the rest either went for higher studies or were not placed","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
168, almost everyone got an internship,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
171," in every branch, almost 70% of students are qualified for placements","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
173, are coming to recruiter the students,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
176, 90% of students have been placed this year,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
177," capgemini, ibm, tcs, and many others visited","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
178," aptitude tests, vivas and coding exams are conducted during interviews","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
179, 80% of students have been placed for internships,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
180,"in the civil, a maximum of 17 lakhs per annum was offered in the power grid","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
181, the average package is about  4 lakhs,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
182," here, maximum students got placed in any one of the companies that visited the college","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
184, an internship is also available here,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
185, there is also a placement cell here,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
187," the highest package is 14 lacs per annum, and the average is 5 lacs","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
188, most of the companies visited the college,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
189, there is also a placement cell,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
190, about 50 to 60% of the students get placed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
191, few students got the internship from college,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
192," day by day, the placement of this college is increasing","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
196, avg package of ee branch is 5lakh per annum and the highest package is 5 lacs,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
197,60% student get placed of all the core branch,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
198," power grid, ibm, wipro, new american","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
199, are the main company visiting for placement,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
202, recruited from my department,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
203, almost the entire batch who opted for placement were given offer letters,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
205," the highest salary package offered is 12 lpa, and the average salary package offered is 2 lpa","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
206, almost 53% of the students got placed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
214,there would be new scope in getting placements,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
215,"as this is the new college, there would be scope for getting placements","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
219,it will be my first time sitting in the internship season at my college,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
221, placement rate is close to 100% in all batches,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
224, alot of companies visit the company and there is a training and placement cell to manage that process,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
227,1) i wanted to prepare for upsc and delhi is the coaching hub for upsc,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
228, they have a lot of experience in this field,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
231, if you have skills you'll get hired with a package above 15lpa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
233, the highest package you all know goes in crores,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
234, many students go for upsc preparation too,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
237,"highest ctc for the 2018-20 batch was 33 lpa, the average was 69 lpa","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
239,"leaving behind many iims and other leading b school, the dms at iit delhi has recorded 100% placement for its mba 2016-2018 batch","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
240, the average salary is 54and the highest salary is 26 lpa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
243,atleast 60-70% students got placed and remaining opted for higher studies,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
246," internship companies were ibm, wipro","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
247, atleast 50-60% did internship,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
248,about 80-85% of students were placed in my college,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
251, even students got placed abroad in microsoft and other companies,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
255, almost 10% of the students got internships,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
257,approximately 95%+ students placed in my department,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
