,reviews,scores,compound,label
264,60-70% of students from civil engineering course get placed during the on campus process,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
267, about 50% of students got internships in our course,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
269, they have well-equipped laboratories,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
270,70% of student in chemical engineering get placed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
271, the highest package - 50lpa and the average - 12lpa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
273, 60% of students got internship during campus drive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
276, the average salary package offered varies from 12 lpa 13 lpa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
278,"about 60% of the students got placed, and the rest either opt for government jobs or started their own startup","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
279, many students also go to non-core placements and fields,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
280, highly ranked companies visit here for placements such as google and facebook,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
281,"mostly, all the students who are graduated from our college got placed","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
283, but the average salary package offered might be about 20 lpa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
285,"about 75% students were placed, and the highest was about 45 lacs","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
288, roles was of software engineer of most of the students,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
289,iit-delhi is known for its placements and especially foreign placements,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
290, the average package offered in my course was around 20 lacs which is undoubtedly one of the highest average packages in india,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
291, most of the students get jobs/internships,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
296, many pursue foreign research internship after the second year,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
297, and indian startup internship during the third year,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
300, the average salary package offered varies from 12 lpa to 14 lpa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
303, almost every student gets placed with a decent package,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
304, job,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
305, on campus placement rate is very high,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
306,"being in the most sought-after course in india, we had a placement percentage of 96%","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
311, finance and trading-based roles are also offered,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
312," some are research-based in samsung, etc","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
313, some teaching-based roles are offered in universities,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
318, junior engineer is the most common role offere,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
319,almost 80% of the students got selected in companies,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
322, about 50% of the students got internships in various companies,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
323,about 100% of the students get placed from every department,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
324," we are told not to disclose the salary package offered, but it is more than 5 crores per annum","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
329, i got admission through btech gpa and technical interview,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
332,1st job from campus is more of a hit and trial,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
335, it allowed you to pursue careers in fields one could not even think of before joining college,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
340,they had regular coding contests by coding club cybros every 2-3 weeks which helped a lot in enhancing coding skills,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
341,we were to find jobs on our own and the process of internships had not begun,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
344, after the barc interview visited iit but the entrance tests and interviews were already completed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
347, the first phase of placement starts from 1st week of december,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
348, almost all students get placed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
349, highest package this year was 70 laks,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
355, there are several japanese companies who visit only iit bombay in india for recruitment,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
357, about 90% of the student who applies for a job get placed in some of the other company,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
358, i too got a job from the institute placements,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
359," with packages ranging to over a crore every year, the average salary offered is about 16-20 lacs per annum","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
360,the students are eligible from the 7th semester (4th year) and the internships are provided from the 4th semester (2nd year) onwards,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
366, every year almost every student gets placed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
367, the average package of the last year was around 18 lpa ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
372, a lot of students get placement here,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
374, this university student received highest package in india,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
378," and as for the internships, i would guess at least 75% of people from my cour","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
379,"around 16-20 out of 40-45 passing out students from my course were enrolled in placements, while rest chose to go for higher studies","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
381," of these 16-20 students, most chose to go for non-core companies,  e, companies which don't necessarily have profile related to our coursework","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
382," for course related companies, kla one of ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
385, old hostels are going to be replaced very soon with the new high infrastructure,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
387," the highest salary is offered in the electrical domain by google hardware, and it was 1 lac per month","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
388," qualcomm and texas offered a salary of  50,000 per month, along with accommodation","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
390,about 90% of the students from our course were placed with an average salary package of 13 lpa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
395," however, the position of ra is found there to be offered by the department","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
396,placements: 99%+ students usually get placed within the first 2-3 days of the placement period,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
397," companies: intel, qualcomm, texas instrument, samsung, nvidia, etc","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
399,only 7% of the students from our course got placed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
402," everyone student from our course got an internship, as it is compulsory for students","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
403,about 56% of the students from our course got placed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
406, about 33% of the students from our course got an internship in it companies,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
408,", are offered to the students","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
409,around 85% of the students who applied for placements got placed in our course,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
414,almost every student gets placed via campus placement,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
416, the highest ctc goes in  crores,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
418,100% placements are done in college on an average package of 14 lacs,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
420, some students are on the way of becoming an entrepreneur and they are opening their own startups and getting high funding from ventures,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
421,my college placements are 100%,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
423, the average package offered is 0 lacs,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
425, all the students got an internship,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
427,mostly students got placement and many chose to opt for startup or higher education,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
428," big companies having finance, consulting, analytics, fmcg background come to our college for providing internships","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
431," in the 7th semester, all companies from foreign and our country visit our college and begin the process of placements","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
432, we have to prepare our profile,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
436, we have lots of canteens offering variou,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
437,more than 60% of the students in the mechanical branch got placed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
440, the packages vary from 8 lpa to 94 lpa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
441," the roles offered were diverse, from system engineers to r&d departments","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
442,almost 90% of the students get placed on average every year,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
447, more than 70% of the students from our college got placed in various companies of their fields,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
448," some of them are google, microsoft, jaguar, etc","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
449," they offered roles on the basis of their metal, ranging from a technical engineer to production manager and above","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
450, around 50% of the students got internships in various companies from here,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
451, the salary package offered varies from 8 lpa to 97 lpa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
455,"as i am in the 1st year of my college, i am not very familiar with placements but as i heard from seniors it is 20lac per annum as avg","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
456," my plans are getting placement through coding curriculum and after that, i will try for upsc","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
457, and one thing you required a cycle to travel to the classroom as they are far away from the college,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
460,the highest placement till now is 5 crore per annum,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
462,the average package is about 17 lpa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
466, students go for internships in the 5th / 6th semester,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
467, many convert those internships to ppos (pre placement offers),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
468, then students sit for campus placements in the 7th semester,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
469," in 2019, 469 students were eligible for placement and 437 students were placed with a placement percentage of 17%","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
470, the median salary offered to students was 15 lpa (lakhs per annum),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
471, the highest package offered was 47 crores (international package),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
473, i will also sit for placements after getting the degree,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
478,official placement is at the end of the 7th semester in december,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
479," moreover, pre-placement is also offered after internships","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
480, internships are offered in the 3rd and 4th year,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
481," however, 1st and 2nd-year students are also eligible for internships but they don't have much knowledge and experience at this earlier stage","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
482," many well-renowned companies congress for placement, also there are many foreign job offers","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
483, i plan to opt for a reasearch or core job or job in the ai field,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
484, the overall highest package offered is about 1 cr rupee,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
485," in my course, the highest package offered is 35 lpa and the average package is 15-20 lpa","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
488," the highest package offered in my college is about 5 cr and the highest package offered in my branch is about 35 lpa, average package of college is about 10-12 lpa and the average package of my branch is 15 lpa","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
489, we receive lot of emails from various companies from first sem,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
491, highest package previous year was 47 crore by microsoft,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
492, almost 90% core branch students get placed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
494," about 85% of students got selected in different fields of jobs such as core jobs, software, finance etc","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
495, the highest package was 150 lpa and the average package is around 15 lpa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
496," my plan, for now, is to getting placed with a decent salary","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
497,being a first year student i don't have much knowledge about campus placements as of now,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
498, but usually 4th year students plan out their placements,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
501,almost all the big companies visit our college for placements from google to microsoft and many more,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
502, the highest package offered last year in our college was 5crs,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
503, the average package here is 12lpa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
504,iit kanpur is the most reputed and placed at 5 in nirf,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
506, the websites which helped me choosing this college are quora(where you can post your question) and facebook,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
507,i have discussed placement stats,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
509, around 60 percent of total students get placed in placement,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
510, you will be eligible for placement in your 4th year,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
513,", visit here for placements","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
517, all top-class companies are open for chemical engineering and offer various roles in their firms,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
519,almost 85% of the students get placed from me course from iitk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
521," in the previous year, one civil engineering student got a salary package of 5 crores per annum, which was more than the average salary package offered for cse at iitk","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
522," in me, the highest salary packages are offered, and they range from 40 lpa-50 lpa","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
528, about 80% of the students got placed and 60% of the students got internship in their third year,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
529, they even teach matlab in extras,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
531, average package is about 14-15 lacs and almost all of the students placed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
533,the placement percentage was around 85% in my branch last year,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
538,percent of students placed was around 95%,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
540, the average package was around 13 lpa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
542, 25% of students got internship in my course,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
543," the company providing internships were oracle, walmart, american express, jpmc, axxela advisory and ab inbev","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
544," roles offered were sde, data scientist, quant researcher and equity analyst","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
546, the average package stands at around 15 lac ctc,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
547, the highest package offered in last placement was 28 lac ctc,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
550,"until day 3, around 700 students have been placed in campus placements from our college","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
552, the average salary package offered will be around 15 lpa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
553, around 40% of the students got internships from this institute,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
557," in non-core placements, students got one of the highest salary packages and got placed in foreign countries","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
558," in the last year 2019, a student from our course got the highest salary package in our college, e","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
559,nearly 95% of the students who attended placements got a job offer from at least one company,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
562, many of them already have pre-placement offers from various companies in which they did internships,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
563," the highest salary package offered was 5 crores per annum, but the maxim","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
564,about 90% of the students get placed in tech companies,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
566, tech companies always offer the highest salary packages,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
569," in the year 2020, a student from our course got placed with the highest salary package of 5 crores per annum","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
573, in year 2019-20 the placement is around 85% of the total students registered for placement drive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
574, in the year 2020-21 the placement stats fall little as compared to previous year due to covid pandemic which is around 80%,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
576, the average salary package offered in our college placements this year was about 15 lpa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
578,around 83% of students got placed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
582, about 85% of the students were placed through on-campus placements in the year 2020 with the highest international salary package of 5 crores per annum and a national salary package of 80 lacs per annum,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
583, every company from india recruits students from iit kanpur,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
584," some of the reputed companies which offer placements here are google, microsoft, reliance, qualcomm and many more","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
587," around 80% of the students got selected in core jobs, software jobs, consulting, finance, product management, etc","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
588," in our course, the highest salary package offered is 35 lpa, and around 50% of the students got selected for this salary package","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
589," the minimum salary package offered is around 7 lpa, and the average salary package offered is 11 lpa","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
593, packages offered are above average for mechanical students,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
594," out of 19 students, only 10 appeared for placements, and the rest went for further studies","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
595, 60% of students got placed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
596," mostly, students got placed in non-core analyst profiles","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
597, only 20% of students got internships in agro-tech startups and software development companies,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
599,"a lot of core, software, consultancy, fmcg, data analytics, ml/ai companies come for internships and placements","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
601,placements start in between the 7th and 8th semester e,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
602, a total of 400+ companies come for placement offering 1300+ offers,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
603, the highest package offered by indian companies for placement in india was around 40 lacs in 2017 but that has gone up considerably since,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
604, the average package for the batch was 11-12 lacs,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
605,if you have a 4 yr course placements start from the end of 3rd year and for 5 yr at the end of 4th year,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
606, highest package is around 2 crores per annum and the average packaged varies for different departments but it's around 25-30 lpa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
607,"in the third semester which is the beginning of the second year, student gets eligible for the campus placement","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
608," some of the companies are infosys, zycus, cognizant etc","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
609, highest package was around 17 lakh and the average was around 10+ lpa100% placement record,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
611,the students are eligible for placement in the last semester of their courses,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
614, come here for placement each year,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
615,main jobs available here is in the coding sector,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
616,few core jobs are also available,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
617,salary- 10 lakh/ annummax,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
618,salary - 46 lakh/annum(in india)                        2 crore/annum(outside india)97% registered students get placed during the campus placement,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
624," btech, then you become eligible after the 8th semester and if you are from an integrated msc course or mtech course, then you become eligible after the 10th semester for campus placements","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
628," there were 30 international job offers too including japan, the usa, germany, etc","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
629,"as per 2020, the highest domestic package was offered by microsoft which was more than 40 lakhs","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
630,the average package was 14 lakhs,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
631,nearly 90% of students were placed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
632,my plan is to get a job in my core department,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
633,students are eligible for placement in their 4th year,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
637, the highest package of the college can go to 1 crore but only one or two people get this package,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
638,"placements are quite average, from the 7th semester(in pre final year) students become eligible for campus placement","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
